customer_id,resp,card_tenure,risk_score,num_promoted,avg_bal,geo_group,res_type
14029,0,111.0,520,0,2491.0,1,5
17417,0,167.0,555,0,3126.0,0,5
2012,0,179.0,699,0,3188.0,0,1
1582,0,40.0,739,0,3365.0,4,4
10606,0,75.0,588,0,2760.0,1,3
18524,0,131.0,540,0,3878.0,0,5
23718,0,151.0,674,0,2524.0,0,1
19237,0,151.0,694,0,2665.0,0,1
17762,0,194.0,599,0,3941.0,0,3
11680,0,194.0,702,0,2896.0,0,1
10506,0,182.0,639,0,3336.0,0,0
23716,0,123.0,580,0,3380.0,0,3
15117,0,91.0,760,0,3674.0,1,4
15800,1,103.0,520,0,3986.0,1,5
17053,0,115.0,633,0,2808.0,1,0
4268,0,246.0,520,0,4051.0,3,5
6067,0,119.0,717,0,2524.0,1,1
4979,0,127.0,520,0,1326.0,0,5
18543,0,175.0,520,0,2379.0,0,5
7973,0,107.0,520,0,3383.0,1,5
19730,0,67.0,548,0,2760.0,4,5
12387,0,63.0,520,0,1459.0,4,5
14924,0,532.0,640,0,3336.0,0,0
13717,0,454.0,744,0,2745.0,0,4
13289,0,198.0,697,0,3410.0,0,1
22639,1,194.0,728,0,3779.0,0,4
5125,0,111.0,675,0,3041.0,1,1
20678,0,131.0,520,0,153.0,0,5
1939,0,107.0,741,0,3303.0,1,4
24872,0,175.0,628,0,3056.0,0,0
24706,1,182.0,520,0,3336.0,0,5
11812,0,63.0,737,0,3635.0,4,4
17709,0,67.0,669,0,3300.0,4,1
9182,0,155.0,709,0,3768.0,0,1
23144,0,159.0,520,0,3247.0,0,5
15753,0,107.0,520,0,3941.0,1,5
4843,1,194.0,604,0,3787.0,0,3
6109,0,246.0,748,0,3445.0,3,4
16488,0,206.0,613,0,3835.0,3,3
14647,0,87.0,520,0,4050.0,1,5
7237,0,123.0,520,0,3832.0,0,5
5343,0,67.0,702,0,3144.0,4,1
17406,0,371.0,721,0,3208.0,4,1
7334,0,95.0,752,0,3852.0,1,4
15449,0,246.0,755,0,3959.0,3,4
11672,0,123.0,607,0,3852.0,0,3
14672,0,246.0,756,0,3764.0,3,4
2330,0,234.0,756,0,3765.0,3,4
22610,0,115.0,712,0,3675.0,1,2
7010,0,175.0,520,0,3913.0,0,5
14695,0,16.0,756,0,4012.0,4,4
17313,0,135.0,613,0,3377.0,0,3
5994,0,60.0,760,0,3941.0,4,4
9211,1,147.0,520,0,10010.0,0,5
23864,0,175.0,694,0,2038.0,0,1
5844,0,63.0,659,0,3306.0,4,1
12462,0,52.0,520,0,2521.0,4,5
20981,0,194.0,692,0,3144.0,0,1
138,0,218.0,639,0,2719.0,3,0
16807,1,155.0,699,0,1816.0,0,1
12192,0,103.0,520,0,2976.0,1,5
4806,0,167.0,724,0,2640.0,0,1
19223,0,206.0,757,0,3684.0,3,4
10939,0,135.0,520,0,3799.0,0,5
653,0,159.0,641,0,3410.0,0,0
17725,0,111.0,652,0,3333.0,1,1
7793,0,186.0,722,0,2175.0,0,1
9248,0,182.0,661,0,3551.0,0,1
6593,0,79.0,714,0,3881.0,1,1
6415,0,179.0,707,0,3604.0,0,1
21621,0,131.0,679,0,2716.0,0,1
5542,0,234.0,520,0,2296.0,3,5
23422,0,111.0,642,0,3425.0,1,0
23278,0,190.0,707,0,2544.0,0,1
13982,0,222.0,759,0,3967.0,3,4
9466,0,115.0,520,0,2581.0,1,5
11424,0,159.0,646,0,2849.0,0,0
16342,0,218.0,728,0,2466.0,3,4
11607,0,56.0,593,0,3994.0,4,3
22645,0,230.0,520,0,2957.0,3,5
22200,0,95.0,744,0,3578.0,1,4
10819,0,194.0,691,0,2761.0,0,1
10296,0,179.0,656,0,3126.0,0,1
24033,0,159.0,699,0,1226.0,0,1
15940,0,75.0,598,0,3560.0,1,2
12582,0,135.0,520,0,1924.0,2,5
15694,0,179.0,520,0,2122.0,0,5
10012,0,182.0,680,0,3144.0,0,1
23394,0,182.0,681,0,3675.0,0,2
2966,0,115.0,665,0,3056.0,1,1
12310,0,91.0,705,0,3569.0,1,1
11244,0,67.0,520,0,521.0,4,5
14541,0,52.0,672,0,3481.0,4,1
21879,0,206.0,577,0,3453.0,3,3
16772,0,190.0,591,0,3445.0,0,3
7257,0,91.0,520,0,2489.0,2,5
21324,0,127.0,654,0,2524.0,0,1
2714,1,127.0,520,0,3941.0,2,5
1297,0,171.0,760,0,3544.0,0,2
19578,0,63.0,667,0,3587.0,4,1
5167,0,171.0,520,0,3402.0,0,5
3098,0,63.0,734,0,3020.0,4,4
6965,0,246.0,758,0,3431.0,3,4
9171,1,75.0,759,0,3693.0,1,4
15844,1,159.0,553,0,3817.0,0,5
942,0,171.0,693,0,3082.0,0,1
8347,0,222.0,760,0,7817.0,3,4
21313,0,186.0,520,0,3066.0,0,5
16496,0,206.0,657,0,3542.0,3,1
24206,1,155.0,520,0,1728.0,0,5
18086,0,198.0,718,0,-132.0,0,1
2632,0,139.0,738,0,3661.0,0,4
24315,0,67.0,756,0,3083.0,2,4
23523,0,135.0,703,0,2923.0,0,1
5726,0,103.0,614,0,3817.0,1,3
18403,0,171.0,520,0,3921.0,0,5
17857,0,40.0,612,0,3970.0,4,3
20943,0,151.0,673,0,1968.0,0,1
16348,0,135.0,701,0,2524.0,0,1
11990,0,115.0,691,0,3534.0,1,1
12481,0,167.0,619,0,3420.0,0,0
9795,0,167.0,727,0,3360.0,0,4
23214,0,186.0,733,0,2008.0,0,4
13165,0,182.0,520,0,3618.0,0,5
8527,0,95.0,731,0,3631.0,1,4
22979,0,83.0,652,0,3392.0,1,0
4852,1,135.0,682,0,3472.0,0,1
8862,0,107.0,759,0,3764.0,1,4
9392,0,131.0,520,0,3587.0,0,5
4959,0,222.0,520,0,2115.0,3,2
22220,0,135.0,721,0,2849.0,0,1
9817,0,71.0,686,0,3011.0,4,1
17016,0,234.0,709,0,3764.0,3,1
19869,0,139.0,520,0,2755.0,0,5
15087,0,194.0,520,0,3788.0,0,5
1303,0,143.0,688,0,1019.0,0,1
907,0,119.0,713,0,3498.0,1,1
18850,0,44.0,669,0,3604.0,4,1
22830,0,115.0,696,1,3197.0,1,1
7824,0,95.0,633,0,3764.0,1,0
307,1,71.0,520,0,3883.0,4,5
12057,0,107.0,637,0,3268.0,1,0
17727,0,44.0,714,0,3666.0,4,1
17298,0,147.0,703,0,2967.0,2,1
3752,0,103.0,656,0,3268.0,1,1
11449,0,99.0,674,0,3188.0,1,1
20126,0,119.0,520,0,1914.0,1,5
9733,0,175.0,711,0,1274.0,0,1
2057,0,75.0,675,0,2701.0,1,1
14279,0,194.0,724,0,1536.0,0,4
24571,1,151.0,693,0,2377.0,0,1
8097,0,194.0,694,0,2908.0,0,1
14497,0,179.0,674,0,2819.0,0,1
6325,0,48.0,682,0,3587.0,4,1
14200,0,44.0,730,0,3528.0,4,4
1260,0,171.0,706,0,3569.0,0,1
13298,0,163.0,684,1,2312.0,0,1
2491,0,182.0,685,0,3132.0,0,1
24141,0,226.0,520,0,2155.0,3,5
20230,0,182.0,699,0,9398.0,0,1
432,0,95.0,747,0,3631.0,1,4
23247,0,155.0,645,0,3008.0,0,0
23363,0,87.0,687,0,3737.0,1,1
20333,0,107.0,558,0,3768.0,2,3
18015,0,179.0,520,0,2084.0,0,5
3818,0,79.0,591,0,3773.0,1,3
13535,0,214.0,520,0,1760.0,3,5
4722,0,163.0,741,0,3506.0,0,4
384,0,103.0,699,0,3270.0,1,1
20183,0,115.0,697,0,2967.0,1,1
21058,0,143.0,759,0,2964.0,2,4
7992,0,194.0,520,0,3063.0,0,5
4501,0,56.0,520,0,-132.0,4,5
10121,0,123.0,606,0,3410.0,0,3
3442,0,28.0,759,0,3711.0,4,4
10358,0,246.0,520,0,4046.0,3,5
7523,0,135.0,552,0,3994.0,0,5
22563,0,107.0,750,0,2347.0,1,4
22376,0,103.0,676,0,1927.0,1,1
10373,0,186.0,735,0,1639.0,0,4
8909,0,147.0,669,0,3051.0,0,1
9370,0,190.0,636,0,2949.0,0,0
18182,0,143.0,687,0,3215.0,0,1
9588,0,103.0,627,0,3257.0,1,0
24574,0,246.0,753,0,3587.0,3,4
23726,0,182.0,699,0,3056.0,0,1
7043,0,24.0,729,0,3943.0,4,4
17276,0,32.0,760,0,2772.0,4,4
9332,0,95.0,696,0,3303.0,2,1
11285,0,143.0,691,0,3483.0,0,1
5210,0,171.0,667,0,3572.0,0,1
5541,0,75.0,722,0,2772.0,1,1
8302,0,48.0,757,0,-132.0,4,4
24830,0,143.0,742,0,2575.0,0,4
8275,0,179.0,642,0,1328.0,0,0
2539,0,67.0,735,0,3410.0,4,4
23494,1,48.0,658,0,3966.0,4,1
23248,1,135.0,601,0,3743.0,0,3
6846,0,95.0,705,0,3233.0,1,1
16763,0,139.0,654,0,2096.0,0,1
20965,0,107.0,667,0,2507.0,1,1
23784,0,123.0,637,0,3360.0,0,0
21600,0,99.0,658,0,2503.0,1,1
4560,0,163.0,599,0,4002.0,0,3
4948,0,159.0,614,0,2731.0,0,3
5626,0,515.0,717,0,3773.0,4,1
15842,0,111.0,643,0,3530.0,1,0
13350,0,131.0,710,0,3374.0,0,1
24841,0,206.0,729,0,3560.0,3,4
23773,0,107.0,636,0,3233.0,1,0
13745,0,179.0,697,0,2878.0,0,1
11132,0,206.0,520,0,2398.0,3,5
15169,0,135.0,739,0,2179.0,0,4
14530,0,139.0,750,0,3425.0,0,4
1870,0,230.0,666,0,2819.0,3,1
1937,0,71.0,662,0,3363.0,4,1
20787,0,75.0,758,0,3339.0,1,4
15744,0,222.0,760,0,3879.0,2,4
19136,0,246.0,520,0,-4.0,3,5
24151,0,202.0,520,0,-132.0,3,5
14537,1,99.0,709,0,3303.0,1,1
15606,0,95.0,660,0,2586.0,1,1
6605,0,155.0,520,0,950.0,0,5
14899,0,182.0,732,0,2064.0,0,4
7570,0,143.0,520,0,3221.0,0,5
5973,0,119.0,526,0,3587.0,1,5
8216,0,44.0,759,0,3658.0,4,4
6024,0,123.0,559,0,3985.0,0,3
12346,0,75.0,576,0,3309.0,1,3
9314,0,131.0,712,0,1568.0,0,1
16016,0,151.0,520,0,3208.0,0,5
17953,1,131.0,737,0,3187.0,0,4
14692,0,131.0,672,0,3658.0,0,1
18998,0,234.0,701,0,3144.0,3,1
14226,0,179.0,751,0,2436.0,0,4
13046,0,107.0,747,0,2427.0,1,4
10619,0,171.0,671,0,2524.0,0,1
11138,0,175.0,707,0,-132.0,2,1
10468,0,159.0,665,0,3728.0,0,1
10779,0,194.0,711,0,3218.0,0,2
9835,0,143.0,753,0,2524.0,0,4
18838,0,198.0,696,0,3002.0,0,1
9241,0,127.0,719,0,2932.0,0,1
15140,0,131.0,718,0,2318.0,0,1
10870,0,167.0,622,0,3183.0,0,0
16059,0,32.0,708,0,3764.0,4,1
181,0,52.0,520,0,2469.0,4,5
17479,0,226.0,520,0,3873.0,3,2
1090,1,28.0,740,0,3658.0,4,4
1555,0,139.0,520,0,3807.0,0,5
24316,0,99.0,722,0,2170.0,1,1
17856,0,151.0,540,0,3793.0,0,5
4801,0,226.0,672,0,3298.0,3,1
1653,1,75.0,704,0,3026.0,1,1
18492,0,143.0,717,0,3056.0,0,1
18040,0,171.0,520,0,3010.0,0,5
22325,0,103.0,584,0,3572.0,1,3
16674,0,163.0,638,0,3410.0,0,0
13855,0,186.0,727,0,2702.0,0,4
19120,0,52.0,760,0,3906.0,4,4
6472,0,155.0,686,0,3073.0,0,1
20287,0,123.0,520,0,3941.0,0,5
8904,0,147.0,686,0,2966.0,0,1
9253,0,111.0,738,0,3144.0,1,4
5680,0,179.0,725,0,2754.0,0,4
2183,0,147.0,520,0,3382.0,0,5
17421,0,123.0,683,0,2978.0,0,1
8964,0,533.0,728,0,3693.0,4,4
4564,0,159.0,524,0,3568.0,0,5
1152,0,155.0,661,0,3349.0,0,1
10759,1,115.0,520,0,2440.0,1,2
6081,0,163.0,665,0,3161.0,0,1
792,0,234.0,752,0,-132.0,3,4
4739,0,139.0,664,0,3314.0,0,1
2885,0,119.0,520,0,3949.0,1,5
15825,0,83.0,676,0,3557.0,1,1
7605,1,91.0,520,0,2307.0,1,5
1048,0,99.0,673,0,2863.0,1,1
662,0,171.0,718,0,3341.0,0,1
19630,0,151.0,591,0,3233.0,0,3
24336,1,151.0,718,0,3635.0,0,1
4013,0,155.0,732,0,2436.0,0,4
8442,0,175.0,520,0,2721.0,0,5
856,0,75.0,760,0,2407.0,1,4
6021,0,52.0,709,0,3822.0,4,1
851,0,75.0,743,0,3607.0,1,2
915,0,111.0,694,0,2648.0,1,1
12360,0,28.0,737,0,3439.0,4,4
17360,0,99.0,750,0,2744.0,1,4
11551,0,584.0,652,0,3038.0,1,1
23697,0,190.0,708,0,3321.0,0,1
989,0,214.0,732,0,3115.0,3,4
24370,0,91.0,662,0,3548.0,1,1
14798,1,123.0,520,0,3777.0,0,5
16527,0,56.0,699,0,4074.0,4,1
10271,0,182.0,543,0,4024.0,0,5
14773,0,119.0,613,0,3672.0,1,3
20592,0,222.0,673,0,2967.0,3,1
5314,0,67.0,520,0,3215.0,4,5
5749,0,131.0,520,0,3727.0,0,5
24157,0,87.0,733,0,3162.0,1,4
15505,0,230.0,723,0,3462.0,3,1
2270,0,103.0,520,0,1911.0,1,5
21497,0,103.0,684,0,680.0,1,1
2260,0,147.0,674,0,966.0,0,1
6954,0,202.0,633,0,3499.0,3,0
108,0,151.0,649,0,2790.0,0,0
18627,0,52.0,651,0,1869.0,4,0
9548,0,103.0,699,0,2446.0,1,1
3697,0,135.0,683,0,3853.0,0,1
19266,0,147.0,708,0,1801.0,0,1
5947,0,163.0,737,0,3481.0,0,4
2726,0,139.0,700,0,3718.0,0,1
15316,0,171.0,660,0,3821.0,0,1
14700,0,238.0,759,0,3994.0,3,4
4367,0,167.0,520,0,2207.0,0,5
6230,0,107.0,674,0,3020.0,1,2
4641,1,83.0,725,0,3723.0,1,4
20837,0,95.0,628,0,3679.0,1,0
1347,0,135.0,520,0,3947.0,0,5
6199,0,147.0,659,0,3906.0,0,1
11562,0,190.0,520,0,3109.0,0,5
7757,1,87.0,679,0,3321.0,1,1
7424,0,151.0,520,0,2909.0,0,5
9103,0,87.0,685,0,2524.0,1,1
19040,1,159.0,615,0,1657.0,0,3
11711,0,175.0,659,0,2023.0,0,1
10539,0,175.0,520,0,900.0,0,5
21535,0,56.0,757,0,3056.0,4,4
23782,0,91.0,690,0,3088.0,1,1
13435,0,115.0,704,0,3395.0,1,1
16151,0,218.0,520,0,405.0,3,5
9611,0,234.0,635,0,2905.0,3,0
22545,0,56.0,646,0,3835.0,4,0
24207,0,115.0,678,0,3091.0,1,1
16941,0,175.0,756,0,3197.0,0,4
18878,0,167.0,680,0,3675.0,0,1
688,0,163.0,760,0,3357.0,0,4
10825,0,83.0,645,0,2923.0,1,0
6652,0,79.0,716,0,3410.0,1,1
3758,1,119.0,657,0,3450.0,1,2
21459,0,182.0,520,0,3009.0,0,5
4281,1,147.0,680,0,3896.0,0,1
16620,0,222.0,708,0,3115.0,3,1
21073,0,103.0,520,0,1912.0,1,5
1522,1,56.0,745,0,3786.0,4,4
2743,0,179.0,760,0,2375.0,0,4
1013,0,179.0,758,0,3041.0,0,4
14428,1,171.0,707,0,3392.0,0,1
22540,0,171.0,630,0,3498.0,0,2
301,0,103.0,520,0,3090.0,1,5
2200,0,52.0,733,0,3188.0,4,4
11157,0,107.0,683,0,2377.0,1,1
11416,0,95.0,678,0,3262.0,1,1
8397,0,131.0,630,1,3392.0,0,0
11758,0,48.0,682,0,3882.0,4,1
12680,0,198.0,693,0,4047.0,0,2
23223,1,123.0,667,0,2740.0,0,1
17171,0,155.0,688,0,3587.0,0,1
3235,0,63.0,520,0,3487.0,4,5
18646,0,202.0,520,0,-132.0,3,5
